Station,Year,Month,Day,Hour,Temperature (°C),Wet Bulb Temperature (°C),Dew Point Temperature (°C),RH (%),Scalar Mean Wind Direction (°),Scalar Mean Wind Speed (m/s),SLP (hPa)
S44,2017,1,8,17,32.1,—,19.1,46.2,286,3.6,—
S44,2017,1,8,18,31.7,—,19,47.1,298,3.2,—
S44,2017,1,8,19,30.5,—,19.1,50.8,299,2.2,—
S44,2017,1,8,20,29.9,—,19.8,54.8,340,1,—
S44,2017,1,8,21,29.7,—,19,52.7,355,1.1,—
S44,2017,1,8,22,28,—,24,78.6,51,1.9,—
S44,2017,1,8,23,27.6,—,25,86,63,2,—
S44,2017,1,8,24,27.3,—,25.5,89.9,54,2.2,—
S44,2017,1,9,1,27.2,—,25.1,88.4,53,2.3,—
S44,2017,1,9,2,27.1,—,25,88.2,53,2.4,—
S44,2017,1,9,3,26.9,—,25.2,90.3,55,2,—
S44,2017,1,9,4,26.8,26.8,26.8,100,52,1.9,—
S44,2017,1,9,5,26.7,—,—,—,62,1.7,—
S44,2017,1,9,6,26.7,—,—,—,59,1.7,—
S44,2017,1,9,7,26.8,—,—,—,44,1.7,—
S44,2017,1,9,8,27,—,—,—,29,2,—
S44,2017,1,9,9,28.1,—,25.9,87.9,37,2.4,—
S44,2017,1,9,10,29.5,—,24.1,73,13,2,—
S44,2017,1,9,11,30.6,—,22.4,61.4,352,2,—
S44,2017,1,9,12,31.6,—,21.3,54.7,314,2,—
S44,2017,1,9,13,30.8,—,21.4,57.5,288,2.2,—
S44,2017,1,9,14,32.1,—,21.3,53,279,2.5,—
S44,2017,1,9,15,31.9,—,21,52.4,255,2.6,—
S44,2017,1,9,16,32,—,21.5,53.9,266,2.8,—
S44,2017,1,9,17,31,—,21.4,56.7,268,2.8,—
S44,2017,1,9,18,30.3,—,21.9,60.8,325,2,—
S44,2017,1,9,19,29,—,22.9,69.7,63,2.7,—
S44,2017,1,9,20,28.1,—,24.1,78.9,60,2.5,—
S44,2017,1,9,21,28.1,—,24.2,79.6,40,1.5,—
S44,2017,1,9,22,27.9,—,24.2,80.6,45,1.5,—
S44,2017,1,9,23,27.6,—,24.8,85,51,1.6,—
S44,2017,1,9,24,27.5,—,24.5,83.9,42,1.8,—
S44,2017,1,10,1,27.3,—,24.8,86.2,33,1.5,—
S44,2017,1,10,2,27,—,25,89.2,26,2,—
S44,2017,1,10,3,26.8,—,25.9,95.1,27,1.8,—
S44,2017,1,10,4,26.5,—,—,—,18,1.7,—
S44,2017,1,10,5,26.2,—,—,—,20,1.8,—
S44,2017,1,10,6,26.2,—,—,—,23,1.3,—
S44,2017,1,10,7,26.1,—,—,—,21,1.1,—
S44,2017,1,10,8,26.4,—,—,—,24,1.4,—
S44,2017,1,10,9,27.2,27.2,27.2,100,20,2.2,—
S44,2017,1,10,10,28.8,—,23.7,74.1,13,2.8,—
S44,2017,1,10,11,29.9,—,23.4,68.4,1,2.8,—
S44,2017,1,10,12,30.5,—,22.8,63.8,18,2.3,—
S44,2017,1,10,13,31.5,—,22.5,59.2,354,1.9,—
S44,2017,1,10,14,31.9,—,20.9,52.3,313,1.5,—
S44,2017,1,10,15,33.2,—,20,45.9,353,1.6,—
S44,2017,1,10,16,31.1,—,21.7,57.6,179,2.6,—
S44,2017,1,10,17,32.1,—,19.7,48,179,2.3,—
S44,2017,1,10,18,29,—,23.6,72.5,71,2.8,—
S44,2017,1,10,19,28.6,—,23.7,75,65,2.2,—
S44,2017,1,10,20,28,—,24.4,81,57,2.2,—
S44,2017,1,10,21,27.5,—,24.5,83.6,44,1.9,—
S44,2017,1,10,22,27.3,—,24.6,85,55,1.9,—
S44,2017,1,10,23,27.2,—,24.8,86.8,46,1.5,—
S44,2017,1,10,24,27.2,—,24.9,87.1,32,1.2,—
S44,2017,1,11,1,26.9,—,26.6,98.4,34,1.5,—
S44,2017,1,11,2,26.5,—,—,—,16,2.2,—
S44,2017,1,11,3,26.2,—,—,—,16,1.9,—
S44,2017,1,11,4,25.7,—,—,—,13,2.1,—
S44,2017,1,11,5,26,—,—,—,20,1.9,—
S44,2017,1,11,6,25.9,—,—,—,35,1.4,—
S44,2017,1,11,7,25.9,—,—,—,48,0.8,—
S44,2017,1,11,8,26.4,—,—,—,49,1.5,—
S44,2017,1,11,9,27.5,—,24.2,82,37,2,—
S44,2017,1,11,10,29,—,23.5,72.3,37,2.8,—
S44,2017,1,11,11,30,—,23.6,68.6,19,2.3,—
S44,2017,1,11,12,31.1,—,22.5,60.5,350,1.9,—
S44,2017,1,11,13,32,—,22.2,56.2,311,2,—
S44,2017,1,11,14,31.3,—,22.7,60.3,306,1.8,—
S44,2017,1,11,15,31.6,—,22.9,59.8,303,2,—
S44,2017,1,11,16,28.4,—,22.5,70.3,310,3.3,—
S44,2017,1,11,17,27.5,—,22.5,74.3,46,2.2,—
S44,2017,1,11,18,27.4,—,21.8,71.7,39,2.3,—
S44,2017,1,11,19,27.2,—,22.9,77.4,36,1.8,—
S44,2017,1,11,20,26.9,—,24,84.3,37,1.5,—
S44,2017,1,11,21,26.1,—,23.5,85.4,25,1.7,—
S44,2017,1,11,22,26.1,—,23.8,87.4,37,1.5,—
S44,2017,1,11,23,26.1,—,23.9,87.8,38,1.8,—
S44,2017,1,11,24,26.2,—,25.7,96.7,39,1.7,—
S44,2017,1,12,1,26.1,—,25.8,98.2,41,1.8,—
S44,2017,1,12,2,26,—,—,—,36,1.6,—
S44,2017,1,12,3,25.9,—,—,—,21,1.2,—
S44,2017,1,12,4,25.7,—,—,—,12,1.6,—
S44,2017,1,12,5,25.3,—,—,—,9,2.1,—
S44,2017,1,12,6,24.9,—,—,—,4,1.8,—
S44,2017,1,12,7,24.9,—,—,—,1,1.5,—
S44,2017,1,12,8,25.2,—,—,—,358,1.1,—
S44,2017,1,12,9,26.2,—,—,—,343,0.9,—
S44,2017,1,12,10,27.7,—,23,75.7,343,1.2,—
S44,2017,1,12,11,29.3,—,22.6,67.3,340,1.9,—
S44,2017,1,12,12,30.1,—,21.8,61.1,314,2.2,—
S44,2017,1,12,13,30.2,—,21.8,60.7,289,3,—
S44,2017,1,12,14,29.4,—,20.5,58.9,283,4.4,—
S44,2017,1,12,15,29.9,—,20.8,58.3,285,4.4,—
S44,2017,1,12,16,30.2,—,20.8,57.1,285,3.7,—
S44,2017,1,12,17,29.7,—,21.1,59.9,296,3.1,—
S44,2017,1,12,18,29.7,—,20.4,57.6,304,2.5,—
S44,2017,1,12,19,28.9,—,20.8,61.5,299,1.9,—
S44,2017,1,12,20,28.1,—,21.1,65.8,338,0.8,—
S44,2017,1,12,21,27.7,—,21.6,69.3,331,0.9,—
S44,2017,1,12,22,27.6,—,21.6,69.5,5,1,—
S44,2017,1,12,23,27.7,—,21.2,67.4,55,0.8,—
S44,2017,1,12,24,27.6,—,22.2,72.2,66,1.5,—
S44,2017,1,13,1,26.9,—,24.6,87.4,54,1.4,—
S44,2017,1,13,2,26.6,—,—,—,58,1.1,—
S44,2017,1,13,3,26.3,—,—,—,53,1.5,—
S44,2017,1,13,4,26.3,—,—,—,42,0.9,—
S44,2017,1,13,5,26.2,—,—,—,36,0.8,—
S44,2017,1,13,6,26.1,—,—,—,39,1.3,—
S44,2017,1,13,7,26.1,—,—,—,34,1.1,—
S44,2017,1,13,8,26.3,—,—,—,51,1.2,—
S44,2017,1,13,9,27.2,—,—,—,37,1.9,—
S44,2017,1,13,10,28.2,—,24.3,79.7,36,2.3,—
S44,2017,1,13,11,28.9,—,23.8,74.2,3,2.4,—
S44,2017,1,13,12,29.6,—,22.7,66.3,353,2,—
S44,2017,1,13,13,30.4,—,21.6,59.4,328,1.8,—
S44,2017,1,13,14,30.7,—,22.3,61,292,3,—
S44,2017,1,13,15,31.3,—,21.2,55.1,264,3.8,—
S44,2017,1,13,16,31.2,—,20.5,53.1,263,3.7,—
S44,2017,1,13,17,31.9,—,19.5,47.9,296,3.5,—
S44,2017,1,13,18,30.8,—,20.4,54.2,319,2.6,—
S44,2017,1,13,19,29.3,—,20.9,60.7,331,2.3,—
S44,2017,1,13,20,27.2,—,23,78.1,23,1.8,—
S44,2017,1,13,21,27.3,—,23.2,78.3,47,1.7,—
S44,2017,1,13,22,26.7,—,23.2,81.2,31,1.5,—
S44,2017,1,13,23,26.6,—,22.4,77.7,30,1.3,—
S44,2017,1,13,24,26.6,—,22.6,79,16,1.8,—
S44,2017,1,14,1,26,—,23.1,83.8,19,1.9,—
S44,2017,1,14,2,26.1,—,23.2,84.2,10,1.6,—
S44,2017,1,14,3,25.5,—,24.2,92.3,6,1.8,—
S44,2017,1,14,4,25.3,—,—,—,3,1.9,—
S44,2017,1,14,5,25,—,—,—,359,1.5,—
S44,2017,1,14,6,25,—,—,—,334,1,—
S44,2017,1,14,7,25.1,—,—,—,348,0.8,—
S44,2017,1,14,8,25.4,—,—,—,342,1.2,—
S44,2017,1,14,9,26.6,—,—,—,319,1.3,—
S44,2017,1,14,10,28.2,—,22.8,72.4,330,1.4,—
S44,2017,1,14,11,29.1,—,22,65.4,309,1.8,—
S44,2017,1,14,12,29.8,—,22.1,63.5,293,1.8,—
S44,2017,1,14,13,30,—,22.3,63.1,287,2.2,—
S44,2017,1,14,14,30.4,—,21.1,57.7,275,2.9,—
S44,2017,1,14,15,29.9,—,21.6,61.1,271,3.1,—
S44,2017,1,14,16,29.7,—,21.7,62.4,281,3.1,—
S44,2017,1,14,17,29.5,—,22.4,65.6,290,2.4,—
S44,2017,1,14,18,29,—,22.6,68.6,284,1.5,—
S44,2017,1,14,19,28.4,—,22.8,71.8,290,1.3,—
S44,2017,1,14,20,28.2,—,23,73.7,309,1,—
S44,2017,1,14,21,28.1,—,22.9,73.4,358,0.8,—
S44,2017,1,14,22,27.8,—,24.1,80.5,38,1.1,—
S44,2017,1,14,23,27.2,—,26.2,94.1,52,0.9,—
S44,2017,1,14,24,26.9,26.9,26.9,100,54,1.2,—
S44,2017,1,15,1,26.7,—,26.1,96.4,48,1.1,—
S44,2017,1,15,2,26.3,26.3,26.3,100,21,1.2,—
S44,2017,1,15,3,26.1,—,24.7,92.2,15,1.7,—
S44,2017,1,15,4,25.7,—,—,—,28,1.3,—
S44,2017,1,15,5,26,—,25.7,98.5,32,0.7,—
S44,2017,1,15,6,25.7,—,25.7,99.9,15,1.3,—
S44,2017,1,15,7,25.2,—,—,—,357,1.5,—
S44,2017,1,15,8,25.6,—,—,—,348,1.9,—
S44,2017,1,15,9,26.1,—,22.8,82.1,318,2.2,—
S44,2017,1,15,10,27.8,—,21.8,70.1,310,2.3,—
S44,2017,1,15,11,29.3,—,22,65.1,312,2.7,—
S44,2017,1,15,12,29.9,—,21.8,61.9,310,2.8,—
S44,2017,1,15,13,29.9,—,22.2,63.3,293,2.6,—
S44,2017,1,15,14,30.6,—,21.6,58.9,276,4.1,—
S44,2017,1,15,15,28.9,—,23.7,73.4,313,3.6,—
S44,2017,1,15,16,30.9,—,20.1,52.7,287,5,—
S44,2017,1,15,17,29.9,—,20.9,58.7,293,4.2,—
S44,2017,1,15,18,29,—,21.8,65.1,301,3.2,—
S44,2017,1,15,19,28.6,—,22.3,69,297,2.3,—
S44,2017,1,15,20,28.1,—,22.5,71.6,302,1.9,—
S44,2017,1,15,21,27.9,—,22.8,74.2,12,1.1,—
S44,2017,1,15,22,27.8,—,23,75.2,6,1.3,—
S44,2017,1,15,23,27.1,—,23.9,82.4,12,2.1,—
S44,2017,1,15,24,26.5,—,24,86.1,6,2.7,—
S44,2017,1,16,1,26.1,—,24.2,89.3,354,1.3,—
S44,2017,1,16,2,25.8,—,23.3,85.9,5,2.2,—
S44,2017,1,16,3,25.3,—,22.7,85.2,16,2.6,—
S44,2017,1,16,4,25,—,22.8,87.4,354,1.4,—
S44,2017,1,16,5,24.9,—,23.1,89.8,313,1.4,—
S44,2017,1,16,6,25.4,—,22.8,85.4,3,0.7,—
S44,2017,1,16,7,25.2,—,23.6,90.7,11,1.1,—
S44,2017,1,16,8,25.1,—,23.5,90.8,7,1.6,—
S44,2017,1,16,9,26.1,—,22.8,82.2,315,2,—
S44,2017,1,16,10,27.2,—,22.2,74.4,308,3.6,—
S44,2017,1,16,11,28.3,—,21.7,67.5,320,2.9,—
S44,2017,1,16,12,29.3,—,21.6,63.5,307,3.9,—
S44,2017,1,16,13,30.2,—,20.8,57,309,3.1,—
S44,2017,1,16,14,30.4,—,21.9,60.3,278,3.1,—
S44,2017,1,16,15,30.2,—,22.9,65.1,259,3.3,—
S44,2017,1,16,16,29.7,—,21.4,61,266,3.7,—
S44,2017,1,16,17,29.3,—,21.6,63.4,281,4.2,—
S44,2017,1,16,18,29.3,—,22.3,65.9,288,4.1,—
S44,2017,1,16,19,28.5,—,21.4,65.5,293,3.2,—
S44,2017,1,16,20,27.9,—,22.4,72.4,297,2.5,—
S44,2017,1,16,21,27.5,—,22.8,75.8,317,1.8,—
S44,2017,1,16,22,27.3,—,23,77.5,332,1.3,—
S44,2017,1,16,23,27.1,—,22.9,77.9,8,1.6,—
S44,2017,1,16,24,26.8,—,24,85,28,1.3,—
S44,2017,1,17,1,26.5,—,23.7,84.2,23,1.4,—
S44,2017,1,17,2,26.1,—,25.8,97.7,14,1,—
S44,2017,1,17,3,25.8,—,—,—,6,1.4,—
S44,2017,1,17,4,25.9,25.9,25.9,100,26,1.1,—
S44,2017,1,17,5,26,—,—,—,45,0.7,—
S44,2017,1,17,6,25.7,—,—,—,41,0.9,—
S44,2017,1,17,7,25.7,—,—,—,25,1,—
S44,2017,1,17,8,25.8,—,—,—,46,0.9,—
S44,2017,1,17,9,27,—,26,94,49,1.2,—
S44,2017,1,17,10,28.3,—,23.7,76.2,31,1.6,—
S44,2017,1,17,11,29.4,—,22.7,67.3,26,1.9,—
S44,2017,1,17,12,30.6,—,21.6,58.8,2,1.6,—
S44,2017,1,17,13,32,—,20.6,51.1,334,1.9,—
S44,2017,1,17,14,31.3,—,20.5,52.7,286,2.8,—
S44,2017,1,17,15,30.9,—,20.4,53.6,279,2.6,—
S44,2017,1,17,16,31.4,—,17.4,43.3,281,2.4,—
S44,2017,1,17,17,30.8,—,19.4,50.7,287,2.1,—
S44,2017,1,17,18,30.5,—,19.7,52.4,275,1.1,—
S44,2017,1,17,19,29.8,—,20.5,57.4,296,1.4,—
S44,2017,1,17,20,28.3,—,23.3,74.2,44,1.5,—
S44,2017,1,17,21,27,—,21.4,71.5,17,2.2,—
S44,2017,1,17,22,26,—,22,78.9,10,2,—
S44,2017,1,17,23,25.9,—,21.5,76.8,19,1.6,—
S44,2017,1,17,24,25.6,—,21.3,77.3,17,1.5,—
S44,2017,1,18,1,25.8,—,21.8,78.5,12,1.9,—
S44,2017,1,18,2,25.3,—,22.3,83.4,5,2.1,—
S44,2017,1,18,3,25.1,—,23.4,90.4,6,2.3,—
S44,2017,1,18,4,25.1,—,—,—,15,2.2,—
S44,2017,1,18,5,24.8,—,—,—,10,2.4,—
S44,2017,1,18,6,24.9,—,—,—,13,1.9,—
S44,2017,1,18,7,24.8,—,—,—,13,2,—
S44,2017,1,18,8,24.9,—,—,—,4,1.8,—
S44,2017,1,18,9,26.8,—,23.2,80.7,8,1.7,—
S44,2017,1,18,10,28.4,—,22.2,69.3,35,2.3,—
S44,2017,1,18,11,30.1,—,21.5,60.2,26,2.1,—
S44,2017,1,18,12,31.4,—,20.8,53.5,325,1.6,—
S44,2017,1,18,13,32.7,—,20,47.4,305,2,—
S44,2017,1,18,14,29.7,—,23.1,67.9,197,3.3,—
S44,2017,1,18,15,24.2,—,—,—,129,3.2,—
S44,2017,1,18,16,24.1,—,—,—,174,2.8,—
S44,2017,1,18,17,25.2,—,—,—,70,1.8,—
S44,2017,1,18,18,26.3,—,—,—,74,1.8,—
S44,2017,1,18,19,25.8,—,—,—,35,2.1,—
S44,2017,1,18,20,24.8,—,—,—,15,2.8,—
S44,2017,1,18,21,24.9,—,—,—,27,1.9,—
S44,2017,1,18,22,24.9,—,—,—,25,1.9,—
S44,2017,1,18,23,24.6,—,—,—,3,2.3,—
S44,2017,1,18,24,24.5,—,—,—,9,2.3,—
S44,2017,1,19,1,24.7,—,—,—,3,1.8,—
S44,2017,1,19,2,24.5,—,—,—,355,1.5,—
S44,2017,1,19,3,24.7,—,—,—,8,2,—
S44,2017,1,19,4,24.8,—,—,—,18,2.1,—
S44,2017,1,19,5,24.6,—,—,—,16,2.1,—
S44,2017,1,19,6,24.8,—,—,—,37,1.2,—
S44,2017,1,19,7,24.9,—,—,—,18,1.6,—
S44,2017,1,19,8,25.1,—,—,—,333,1.1,—
S44,2017,1,19,9,26.3,—,—,—,359,1.4,—
S44,2017,1,19,10,27.7,—,23.6,78,356,1.8,—
S44,2017,1,19,11,29,—,22.4,67.6,347,2.1,—
S44,2017,1,19,12,30.2,—,21.8,61.1,360,2.2,—
S44,2017,1,19,13,30.8,—,21.5,58,358,1.6,—
S44,2017,1,19,14,32.6,—,21.5,52.2,312,1.7,—
S44,2017,1,19,15,29.8,—,23.2,67.6,217,2.3,—
S44,2017,1,19,16,29,—,23.9,73.8,184,2.7,—
S44,2017,1,19,17,23.5,—,—,—,318,3.9,—
S44,2017,1,19,18,23.1,—,—,—,34,1,—
S44,2017,1,19,19,24.5,—,—,—,10,0.8,—
S44,2017,1,19,20,25.1,—,—,—,6,1.3,—
S44,2017,1,19,21,24.4,—,—,—,3,2.1,—
S44,2017,1,19,22,24.3,—,—,—,8,2.4,—
S44,2017,1,19,23,24.2,—,—,—,13,2.1,—
S44,2017,1,19,24,24.3,—,—,—,26,1.6,—
S44,2017,1,20,1,24.7,—,—,—,19,1.9,—
S44,2017,1,20,2,24.4,—,—,—,11,2.5,—
S44,2017,1,20,3,24.5,—,—,—,7,2.3,—
S44,2017,1,20,4,24.7,—,—,—,23,1.7,—
S44,2017,1,20,5,24.4,—,—,—,357,1.5,—
S44,2017,1,20,6,24.4,—,—,—,340,1.3,—
S44,2017,1,20,7,24.3,—,—,—,301,1.8,—
S44,2017,1,20,8,24.6,—,—,—,288,2,—
S44,2017,1,20,9,24,—,—,—,271,4.2,—
S44,2017,1,20,10,23.4,—,—,—,272,4.7,—
S44,2017,1,20,11,24.2,—,—,—,292,3.1,—
S44,2017,1,20,12,25.3,—,—,—,298,3.4,—
S44,2017,1,20,13,25.6,—,—,—,296,3.4,—
S44,2017,1,20,14,26.2,—,22.5,80.2,285,3.1,—
S44,2017,1,20,15,26.9,—,22.6,77.2,272,2.9,—
S44,2017,1,20,16,28.5,—,22.7,71.2,270,3,—
S44,2017,1,20,17,28.8,—,22.6,69.2,256,2,—
S44,2017,1,20,18,27.9,—,23.4,76.3,255,1.4,—
S44,2017,1,20,19,27.2,—,23.6,80.7,276,1.6,—
S44,2017,1,20,20,26.8,—,23.7,83.2,304,1.6,—
S44,2017,1,20,21,26,—,23.8,87.7,7,2,—
S44,2017,1,20,22,25.8,—,22.3,81,10,1.8,—
S44,2017,1,20,23,25.7,—,23.5,87.7,8,1.4,—
S44,2017,1,20,24,25.9,—,25.5,97.9,8,1.6,—
S44,2017,1,21,1,25.7,—,—,—,17,1.3,—
S44,2017,1,21,2,25.8,—,—,—,10,1.6,—
S44,2017,1,21,3,25.9,—,—,—,19,1.4,—
S44,2017,1,21,4,25.6,—,—,—,14,1.3,—
S44,2017,1,21,5,25.4,—,—,—,10,1.8,—
S44,2017,1,21,6,25.1,—,—,—,7,2.1,—
S44,2017,1,21,7,25,—,—,—,10,2.4,—
S44,2017,1,21,8,25.1,—,—,—,346,1.2,—
S44,2017,1,21,9,25.8,—,—,—,357,1.7,—
S44,2017,1,21,10,27,—,—,—,356,1.9,—
S44,2017,1,21,11,29.7,—,23.4,69.2,356,1.6,—
S44,2017,1,21,12,30.4,—,22.9,64.3,358,2.3,—
S44,2017,1,21,13,30.2,—,22.4,63.3,9,2.2,—
S44,2017,1,21,14,29.3,—,22.8,68.2,24,2.6,—
S44,2017,1,21,15,27.8,—,23.6,77.7,8,2.1,—
S44,2017,1,21,16,25.3,—,—,—,181,1.9,—
S44,2017,1,21,17,25,—,—,—,139,1.7,—
S44,2017,1,21,18,25.1,—,—,—,57,2.1,—
S44,2017,1,21,19,24.4,—,—,—,44,1.3,—
S44,2017,1,21,20,24.8,—,—,—,21,1.5,—
S44,2017,1,21,21,25.2,—,—,—,29,1.5,—
S44,2017,1,21,22,25.1,—,—,—,20,1.8,—
S44,2017,1,21,23,24.9,—,—,—,11,2.9,—
S44,2017,1,21,24,24.5,—,—,—,1,2.3,—
S44,2017,1,22,1,24.2,—,—,—,359,2.3,—
S44,2017,1,22,2,24.1,—,—,—,355,2,—
S44,2017,1,22,3,24,—,—,—,351,1.6,—
S44,2017,1,22,4,24,—,—,—,348,2,—
S44,2017,1,22,5,24,—,—,—,353,2.2,—
S44,2017,1,22,6,23.9,—,—,—,357,2.4,—
S44,2017,1,22,7,23.8,—,—,—,3,2.3,—
S44,2017,1,22,8,23.9,—,—,—,354,1.5,—
S44,2017,1,22,9,25,—,—,—,357,1.9,—
S44,2017,1,22,10,26.3,—,23.2,83.3,11,3.1,—
S44,2017,1,22,11,27.9,—,23.1,75.6,17,3.5,—
S44,2017,1,22,12,29.2,—,23,69.1,16,3.4,—
S44,2017,1,22,13,28.8,—,22.8,69.9,17,4.4,—
S44,2017,1,22,14,28.9,—,22,66.5,28,5,—
S44,2017,1,22,15,28.6,—,22.9,71.3,34,3.9,—
S44,2017,1,22,16,25.8,—,22.4,81.2,28,3.3,—
S44,2017,1,22,17,25.9,—,—,—,16,2.1,—
S44,2017,1,22,18,27.2,—,24.8,86.8,28,1.9,—
S44,2017,1,22,19,27.2,—,23.9,82.1,27,2.2,—
S44,2017,1,22,20,26.8,—,23.7,83.3,26,2.5,—
S44,2017,1,22,21,26.5,—,24.4,88.4,12,2.1,—
S44,2017,1,22,22,26.2,—,25.6,97,1,2,—
S44,2017,1,22,23,25.7,—,—,—,21,2.3,—
S44,2017,1,22,24,24.6,—,—,—,24,1.3,—
S44,2017,1,23,1,24.5,—,—,—,7,1,—
S44,2017,1,23,2,24.8,—,—,—,88,0.9,—
S44,2017,1,23,3,24.5,—,—,—,4,1.2,—
S44,2017,1,23,4,24.7,—,—,—,50,1.8,—
S44,2017,1,23,5,24.3,—,—,—,62,1.2,—
S44,2017,1,23,6,24.3,—,—,—,15,1.5,—
S44,2017,1,23,7,24.4,—,—,—,336,1.1,—
S44,2017,1,23,8,24.6,—,—,—,38,1.3,—
S44,2017,1,23,9,24.4,—,—,—,175,0.9,—
S44,2017,1,23,10,23.5,—,—,—,140,3.3,—
S44,2017,1,23,11,23.7,—,—,—,126,2.5,—
S44,2017,1,23,12,23.7,—,—,—,103,5.2,—
S44,2017,1,23,13,24.5,—,—,—,0,3.1,—
S44,2017,1,23,14,24.4,—,—,—,17,2.2,—
S44,2017,1,23,15,25.4,—,—,—,46,2.4,—
S44,2017,1,23,16,26.2,—,—,—,13,1.7,—
S44,2017,1,23,17,26.4,—,23.8,86.1,316,1.6,—
S44,2017,1,23,18,26.2,—,25.8,97.7,295,1.8,—
S44,2017,1,23,19,25.8,—,—,—,344,2.1,—
S44,2017,1,23,20,23.9,—,—,—,340,1.6,—
S44,2017,1,23,21,23.7,—,—,—,5,1.6,—
S44,2017,1,23,22,23.6,—,—,—,9,2.3,—
S44,2017,1,23,23,23.6,—,—,—,11,1.8,—
S44,2017,1,23,24,23.6,—,—,—,352,1.2,—
S44,2017,1,24,1,23.4,—,—,—,333,1.6,—
S44,2017,1,24,2,23.2,—,—,—,333,1.4,—
S44,2017,1,24,3,23.2,—,—,—,329,1.6,—
S44,2017,1,24,4,23.3,—,—,—,339,1.1,—
S44,2017,1,24,5,23.2,—,—,—,351,1.5,—
S44,2017,1,24,6,23.3,—,—,—,318,1.6,—
S44,2017,1,24,7,23.2,—,—,—,314,2.5,—
S44,2017,1,24,8,23.1,—,—,—,303,2.1,—
S44,2017,1,24,9,23.1,—,—,—,303,2.2,—
S44,2017,1,24,10,23.1,—,—,—,333,1.4,—
S44,2017,1,24,11,23.4,—,—,—,314,1.7,—
S44,2017,1,24,12,23.4,—,—,—,302,2.2,—
S44,2017,1,24,13,23.4,—,—,—,302,2.7,—
S44,2017,1,24,14,23.6,—,—,—,310,2.4,—
S44,2017,1,24,15,23.8,—,—,—,314,2.1,—
S44,2017,1,24,16,23.9,—,—,—,312,2.9,—
S44,2017,1,24,17,24,—,—,—,308,3,—
S44,2017,1,24,18,23.9,—,—,—,308,3.7,—
S44,2017,1,24,19,23.8,—,—,—,311,3.5,—
S44,2017,1,24,20,23.6,—,—,—,311,2.9,—
S44,2017,1,24,21,23.3,—,—,—,309,3.5,—
S44,2017,1,24,22,23.3,—,—,—,299,4.9,—
S44,2017,1,24,23,23,—,—,—,301,4.6,—
S44,2017,1,24,24,23.2,—,—,—,297,5.9,—
S44,2017,1,25,1,23.4,—,—,—,304,4.5,—
S44,2017,1,25,2,23.1,—,—,—,309,3.5,—
S44,2017,1,25,3,22.7,—,—,—,316,2.2,—
S44,2017,1,25,4,22.4,—,—,—,310,2.6,—
S44,2017,1,25,5,22.4,—,—,—,324,1.4,—
S44,2017,1,25,6,22.4,—,—,—,355,1.1,—
S44,2017,1,25,7,22.6,—,—,—,352,1.5,—
S44,2017,1,25,8,23.1,—,—,—,350,1.5,—
S44,2017,1,25,9,23.6,—,—,—,2,2,—
S44,2017,1,25,10,25.7,—,21,75.1,8,2.1,—
S44,2017,1,25,11,27.9,—,21,66.1,346,1.8,—
S44,2017,1,25,12,28.1,—,21.2,66.2,5,2.6,—
S44,2017,1,25,13,28.4,—,21.3,65.8,357,2.7,—
S44,2017,1,25,14,28.5,—,21.8,66.9,6,3,—
S44,2017,1,25,15,28.9,—,21.8,65.5,4,2.6,—
S44,2017,1,25,16,27.8,—,22.5,72.8,52,1.8,—
S44,2017,1,25,17,23.9,—,—,—,6,3,—
S44,2017,1,25,18,24.8,—,—,—,1,2.5,—
S44,2017,1,25,19,24.8,—,—,—,12,2,—
S44,2017,1,25,20,25,—,—,—,51,1.3,—
S44,2017,1,25,21,25.5,—,—,—,37,1.2,—
S44,2017,1,25,22,25.5,—,—,—,20,1.2,—
S44,2017,1,25,23,25.1,—,—,—,317,1.2,—
S44,2017,1,25,24,25,—,—,—,301,1.4,—
S44,2017,1,26,1,25,—,—,—,315,1.1,—
S44,2017,1,26,2,24.8,—,—,—,320,0.8,—
S44,2017,1,26,3,24.7,—,—,—,339,0.8,—
S44,2017,1,26,4,24.4,—,—,—,346,0.8,—
S44,2017,1,26,5,24.3,—,—,—,19,1.2,—
S44,2017,1,26,6,24,—,—,—,44,0.8,—
S44,2017,1,26,7,24.1,—,—,—,42,0.8,—
S44,2017,1,26,8,23.9,—,—,—,342,0.8,—
S44,2017,1,26,9,24.8,—,—,—,14,1.2,—
S44,2017,1,26,10,25.2,—,—,—,346,1.1,—
S44,2017,1,26,11,27.7,—,—,—,337,1.7,—
S44,2017,1,26,12,28.7,—,22.7,70.1,359,2.2,—
S44,2017,1,26,13,29.8,—,22.2,63.6,23,2.4,—
S44,2017,1,26,14,30.5,—,21.4,58.4,23,2.5,—
S44,2017,1,26,15,30.2,—,21.8,60.6,33,3.4,—
S44,2017,1,26,16,30.1,—,21.4,59.7,41,3.2,—
S44,2017,1,26,17,29.4,—,22,64.7,40,3,—
S44,2017,1,26,18,28.5,—,22.2,69,25,2.8,—
S44,2017,1,26,19,27.8,—,22.3,72.2,31,2.7,—
S44,2017,1,26,20,27,—,22.8,77.7,32,2.3,—
S44,2017,1,26,21,26.6,—,23.2,81.6,38,2,—
S44,2017,1,26,22,26.3,—,23.9,86.9,18,1.9,—
S44,2017,1,26,23,25.8,25.8,25.8,100,8,2.2,—
